order_ref,order_date,customer_email,product_sku,product_name,product_category,quantity,unit_price,total_amount,payment_method,region
ORD-000387,2025-09-11,customer123@yahoo.co.ke,SKU-HOME-005,Air Purifier,Home & Kitchen,3,14822.52,44467.56,mpesa,Mombasa
ORD-000388,2025-10-30,customer132@gmail.com,SKU-ELEC-001,Smartphone Pro,Electronics,3,80268.13,240804.39,other,Garissa
ORD-000389,2025-09-14,customer54@kenya.co.ke,SKU-ELEC-002,Laptop Ultra,Electronics,3,130321.52,390964.56,mpesa,Malindi
ORD-000390,2025-09-18,customer184@yahoo.co.ke,SKU-CLOTH-003,Running Shoes,Clothing,1,6312.64,6312.64,bank_transfer,Mombasa
ORD-000391,2025-10-25,customer101@outlook.com,SKU-BOOK-003,Design Patterns,Books,3,2721.81,8165.43,mpesa,Machakos
ORD-000392,2025-10-04,customer52@yahoo.com,SKU-HOME-005,Air Purifier,Home & Kitchen,4,14548.8,58195.2,mpesa,Nakuru
ORD-000393,2025-10-10,customer92@outlook.com,SKU-ELEC-004,Smart Watch,Electronics,2,20179.83,40359.66,mpesa,Kisumu
ORD-000394,2025-10-18,customer102@gmail.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,2,7202.82,14405.64,mpesa,Machakos
ORD-000395,2025-09-05,customer79@outlook.com,SKU-BOOK-002,Data Science Book,Books,4,2286.43,9145.72,bank_transfer,Machakos
ORD-000396,2025-11-03,customer34@outlook.com,SKU-HOME-002,Blender Pro,Home & Kitchen,2,8579.98,17159.96,mpesa,Mombasa
ORD-000397,2025-09-28,customer177@gmail.com,SKU-ELEC-004,Smart Watch,Electronics,1,20120.82,20120.82,paystack,Eldoret
ORD-000398,2025-10-05,customer47@yahoo.co.ke,SKU-ELEC-005,Tablet Max,Electronics,5,34921.06,174605.3,mpesa,Machakos
ORD-000399,2025-09-24,customer115@kenya.co.ke,SKU-ELEC-003,Wireless Headphones,Electronics,2,9118.72,18237.44,mpesa,Kitale
ORD-000400,2025-09-20,customer8@gmail.com,SKU-CLOTH-003,Running Shoes,Clothing,5,6034.48,30172.4,paystack,Busia
ORD-000401,2025-10-17,customer47@yahoo.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,2,6741.99,13483.98,mpesa,Machakos
ORD-000402,2025-09-16,customer152@gmail.com,SKU-HOME-002,Blender Pro,Home & Kitchen,1,9197.53,9197.53,mpesa,Malindi
ORD-000403,2025-09-21,customer152@gmail.com,SKU-CLOTH-002,Denim Jeans,Clothing,5,3658.42,18292.1,mpesa,Nairobi
ORD-000404,2025-08-09,customer37@yahoo.co.ke,SKU-HOME-005,Air Purifier,Home & Kitchen,5,14542.45,72712.25,mpesa,Meru
ORD-000405,2025-10-10,customer110@kenya.co.ke,SKU-ELEC-003,Wireless Headphones,Electronics,5,9227.64,46138.2,mpesa,Meru
ORD-000406,2025-10-15,customer199@kenya.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,4,8094.81,32379.24,mpesa,Bungoma
ORD-000407,2025-09-23,customer43@gmail.com,SKU-BOOK-002,Data Science Book,Books,2,2619.92,5239.84,mpesa,Meru
ORD-000408,2025-08-30,customer120@yahoo.co.ke,SKU-CLOTH-005,Baseball Cap,Clothing,1,694.68,694.68,mpesa,Kisumu
ORD-000409,2025-09-02,customer32@yahoo.co.ke,SKU-BOOK-001,Programming Guide,Books,1,2316.86,2316.86,mpesa,Eldoret
ORD-000410,2025-08-27,customer81@yahoo.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,3,8024.55,24073.65,mpesa,Busia
ORD-000411,2025-08-21,customer121@outlook.com,SKU-BOOK-004,System Architecture,Books,5,2492.06,12460.3,mpesa,Machakos
ORD-000412,2025-11-01,customer108@kenya.co.ke,SKU-BOOK-003,Design Patterns,Books,2,2124.96,4249.92,mpesa,Nairobi
ORD-000413,2025-08-20,customer73@outlook.com,SKU-BOOK-004,System Architecture,Books,3,2350.44,7051.32,mpesa,Nyeri
ORD-000414,2025-08-10,customer66@kenya.co.ke,SKU-HOME-002,Blender Pro,Home & Kitchen,3,8921.51,26764.53,other,Busia
ORD-000415,2025-10-24,customer115@kenya.co.ke,SKU-HOME-005,Air Purifier,Home & Kitchen,3,15218.51,45655.53,paystack,Machakos
ORD-000416,2025-10-01,customer5@yahoo.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,2,8076.24,16152.48,mpesa,Kakamega
ORD-000417,2025-09-26,customer110@kenya.co.ke,SKU-BOOK-005,DevOps Handbook,Books,5,3273.36,16366.8,mpesa,Busia
ORD-000418,2025-08-09,customer132@gmail.com,SKU-ELEC-003,Wireless Headphones,Electronics,2,8507.15,17014.3,mpesa,Nairobi
ORD-000419,2025-11-04,customer86@gmail.com,SKU-CLOTH-003,Running Shoes,Clothing,3,6010.41,18031.23,mpesa,Garissa
ORD-000420,2025-08-23,customer119@yahoo.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,3,4851.71,14555.13,mpesa,Busia
ORD-000421,2025-09-29,customer5@yahoo.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,5,6508.89,32544.45,paystack,Kakamega
ORD-000422,2025-09-03,customer114@outlook.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,1,3168.78,3168.78,mpesa,Nyeri
ORD-000423,2025-08-13,customer161@kenya.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,1,6570.77,6570.77,mpesa,Busia
ORD-000424,2025-10-18,customer41@gmail.com,SKU-CLOTH-005,Baseball Cap,Clothing,4,806.46,3225.84,mpesa,Machakos
ORD-000425,2025-08-20,customer7@yahoo.co.ke,SKU-CLOTH-001,Cotton T-Shirt,Clothing,3,1878.1,5634.3,mpesa,Nyeri
ORD-000426,2025-08-12,customer148@kenya.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,3,7241.85,21725.55,card,Mombasa
ORD-000427,2025-09-23,customer35@kenya.co.ke,SKU-CLOTH-005,Baseball Cap,Clothing,3,1242.08,3726.24,mpesa,Kitale
ORD-000428,2025-08-20,customer54@kenya.co.ke,SKU-ELEC-003,Wireless Headphones,Electronics,1,8840.44,8840.44,mpesa,Thika
ORD-000429,2025-10-08,customer63@yahoo.co.ke,SKU-ELEC-001,Smartphone Pro,Electronics,4,79754.65,319018.6,mpesa,Nairobi
ORD-000430,2025-08-07,customer159@outlook.com,SKU-ELEC-004,Smart Watch,Electronics,1,19998.02,19998.02,paystack,Garissa
ORD-000431,2025-10-09,customer11@kenya.co.ke,SKU-ELEC-005,Tablet Max,Electronics,3,35421.05,106263.15,mpesa,Bungoma
ORD-000432,2025-09-28,customer77@gmail.com,SKU-CLOTH-005,Baseball Cap,Clothing,1,532.66,532.66,mpesa,Garissa
ORD-000433,2025-09-13,customer1@outlook.com,SKU-BOOK-001,Programming Guide,Books,3,2371.85,7115.55,mpesa,Kakamega
ORD-000434,2025-10-09,customer24@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,4,5483.25,21933.0,mpesa,Nairobi
ORD-000435,2025-09-28,customer61@yahoo.com,SKU-BOOK-001,Programming Guide,Books,4,1752.07,7008.28,mpesa,Nairobi
ORD-000436,2025-10-23,customer123@yahoo.co.ke,SKU-BOOK-001,Programming Guide,Books,4,1751.85,7007.4,mpesa,Bungoma
ORD-000437,2025-09-01,customer70@yahoo.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,1,7293.82,7293.82,other,Nakuru
ORD-000438,2025-10-16,customer185@outlook.com,SKU-ELEC-001,Smartphone Pro,Electronics,3,80359.86,241079.58,mpesa,Kisumu
ORD-000439,2025-10-21,customer139@outlook.com,SKU-BOOK-002,Data Science Book,Books,4,2459.95,9839.8,mpesa,Busia
ORD-000440,2025-10-02,customer110@kenya.co.ke,SKU-BOOK-005,DevOps Handbook,Books,1,3035.98,3035.98,mpesa,Machakos
ORD-000441,2025-08-23,customer128@yahoo.co.ke,SKU-BOOK-004,System Architecture,Books,4,3017.82,12071.28,mpesa,Garissa
ORD-000442,2025-09-04,customer51@yahoo.co.ke,SKU-CLOTH-005,Baseball Cap,Clothing,3,825.98,2477.94,mpesa,Nairobi
ORD-000443,2025-08-14,customer194@kenya.co.ke,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,1,5203.3,5203.3,other,Thika
ORD-000444,2025-10-27,customer171@gmail.com,SKU-CLOTH-002,Denim Jeans,Clothing,3,4492.43,13477.29,bank_transfer,Meru
ORD-000445,2025-09-11,customer38@gmail.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,2,5062.48,10124.96,mpesa,Thika
ORD-000446,2025-09-05,customer138@yahoo.com,SKU-ELEC-004,Smart Watch,Electronics,2,19505.42,39010.84,paystack,Meru
ORD-000447,2025-11-01,customer188@kenya.co.ke,SKU-ELEC-005,Tablet Max,Electronics,1,34591.56,34591.56,mpesa,Machakos
ORD-000448,2025-10-15,customer155@yahoo.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,2,8285.44,16570.88,mpesa,Mombasa
ORD-000449,2025-10-07,customer127@yahoo.co.ke,SKU-ELEC-005,Tablet Max,Electronics,4,35402.0,141608.0,mpesa,Mombasa
ORD-000450,2025-08-11,customer12@yahoo.co.ke,SKU-ELEC-005,Tablet Max,Electronics,2,35373.95,70747.9,mpesa,Malindi
ORD-000451,2025-10-18,customer62@outlook.com,SKU-ELEC-003,Wireless Headphones,Electronics,3,9068.33,27204.99,other,Garissa
ORD-000452,2025-08-24,customer155@yahoo.co.ke,SKU-CLOTH-001,Cotton T-Shirt,Clothing,3,1158.24,3474.72,bank_transfer,Busia
ORD-000453,2025-10-11,customer124@kenya.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,1,7123.22,7123.22,other,Nyeri
ORD-000454,2025-10-21,customer16@gmail.com,SKU-ELEC-004,Smart Watch,Electronics,1,19959.51,19959.51,mpesa,Malindi
ORD-000455,2025-10-06,customer102@gmail.com,SKU-ELEC-005,Tablet Max,Electronics,5,34772.73,173863.65,mpesa,Meru
ORD-000456,2025-10-08,customer182@gmail.com,SKU-CLOTH-004,Winter Jacket,Clothing,1,7977.81,7977.81,mpesa,Meru
ORD-000457,2025-11-01,customer36@gmail.com,SKU-HOME-005,Air Purifier,Home & Kitchen,3,14900.92,44702.76,mpesa,Kakamega
ORD-000458,2025-10-30,customer197@yahoo.co.ke,SKU-BOOK-005,DevOps Handbook,Books,3,3378.95,10136.85,mpesa,Machakos
ORD-000459,2025-09-01,customer186@outlook.com,SKU-BOOK-001,Programming Guide,Books,1,2030.56,2030.56,bank_transfer,Nairobi
ORD-000460,2025-08-12,customer197@yahoo.co.ke,SKU-ELEC-002,Laptop Ultra,Electronics,1,129690.79,129690.79,other,Busia
ORD-000461,2025-10-18,customer6@yahoo.co.ke,SKU-CLOTH-002,Denim Jeans,Clothing,5,3899.09,19495.45,bank_transfer,Bungoma
ORD-000462,2025-11-01,customer143@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,5,4692.91,23464.55,card,Nairobi
ORD-000463,2025-09-20,customer51@yahoo.co.ke,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,4,3364.56,13458.24,mpesa,Thika
ORD-000464,2025-09-20,customer48@outlook.com,SKU-BOOK-004,System Architecture,Books,5,2519.35,12596.75,card,Nyeri
ORD-000465,2025-08-16,customer86@gmail.com,SKU-BOOK-003,Design Patterns,Books,3,2768.93,8306.79,card,Kakamega
ORD-000466,2025-10-24,customer29@outlook.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,5,1611.94,8059.7,mpesa,Nyeri
ORD-000467,2025-10-12,customer164@yahoo.co.ke,SKU-CLOTH-005,Baseball Cap,Clothing,4,988.68,3954.72,mpesa,Bungoma
ORD-000468,2025-08-24,customer27@yahoo.com,SKU-CLOTH-004,Winter Jacket,Clothing,2,8484.01,16968.02,paystack,Bungoma
ORD-000469,2025-10-28,customer89@kenya.co.ke,SKU-BOOK-001,Programming Guide,Books,1,1840.93,1840.93,mpesa,Eldoret
ORD-000470,2025-08-14,customer130@kenya.co.ke,SKU-BOOK-001,Programming Guide,Books,5,2170.88,10854.4,paystack,Nairobi
ORD-000471,2025-10-23,customer95@outlook.com,SKU-ELEC-001,Smartphone Pro,Electronics,5,79538.83,397694.15,bank_transfer,Kitale
ORD-000472,2025-08-22,customer61@yahoo.com,SKU-ELEC-003,Wireless Headphones,Electronics,1,8600.01,8600.01,mpesa,Nyeri
ORD-000473,2025-08-25,customer118@gmail.com,SKU-ELEC-002,Laptop Ultra,Electronics,3,129711.27,389133.81,mpesa,Bungoma
ORD-000474,2025-10-01,customer181@gmail.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,2,3710.5,7421.0,mpesa,Kitale
ORD-000475,2025-08-26,customer77@gmail.com,SKU-BOOK-004,System Architecture,Books,3,2500.39,7501.17,mpesa,Meru
ORD-000476,2025-09-16,customer139@outlook.com,SKU-ELEC-004,Smart Watch,Electronics,5,20084.11,100420.55,mpesa,Malindi
ORD-000477,2025-08-24,customer154@kenya.co.ke,SKU-BOOK-003,Design Patterns,Books,5,1906.44,9532.2,mpesa,Thika
ORD-000478,2025-09-21,customer60@yahoo.co.ke,SKU-ELEC-002,Laptop Ultra,Electronics,5,130393.31,651966.55,mpesa,Malindi
ORD-000479,2025-10-09,customer119@yahoo.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,5,5338.3,26691.5,mpesa,Garissa
ORD-000480,2025-10-30,customer144@yahoo.co.ke,SKU-BOOK-005,DevOps Handbook,Books,5,2813.56,14067.8,mpesa,Nakuru
ORD-000481,2025-09-16,customer148@kenya.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,3,6725.48,20176.44,mpesa,Mombasa
ORD-000482,2025-11-04,customer57@yahoo.com,SKU-CLOTH-002,Denim Jeans,Clothing,2,4310.58,8621.16,paystack,Garissa
ORD-000483,2025-08-12,customer136@outlook.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,3,1529.08,4587.24,mpesa,Machakos
ORD-000484,2025-10-18,customer48@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,1,4973.53,4973.53,mpesa,Eldoret
ORD-000485,2025-09-06,customer183@kenya.co.ke,SKU-CLOTH-001,Cotton T-Shirt,Clothing,2,1726.24,3452.48,mpesa,Nyeri
ORD-000486,2025-09-22,customer172@yahoo.com,SKU-CLOTH-004,Winter Jacket,Clothing,3,8315.1,24945.3,mpesa,Nairobi
ORD-000487,2025-09-10,customer10@gmail.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,4,4584.07,18336.28,mpesa,Bungoma
ORD-000488,2025-09-01,customer43@gmail.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,5,3255.05,16275.25,mpesa,Kakamega
ORD-000489,2025-08-19,customer70@yahoo.com,SKU-ELEC-002,Laptop Ultra,Electronics,2,129585.06,259170.12,paystack,Kisumu
ORD-000490,2025-10-20,customer99@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,1,4781.02,4781.02,mpesa,Thika
ORD-000491,2025-09-06,customer23@yahoo.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,1,7435.56,7435.56,mpesa,Machakos
ORD-000492,2025-09-06,customer130@kenya.co.ke,SKU-BOOK-004,System Architecture,Books,3,2376.77,7130.31,mpesa,Machakos
ORD-000493,2025-08-23,customer105@outlook.com,SKU-BOOK-005,DevOps Handbook,Books,5,3009.04,15045.2,mpesa,Machakos
ORD-000494,2025-08-31,customer42@outlook.com,SKU-BOOK-002,Data Science Book,Books,1,2841.92,2841.92,mpesa,Eldoret
ORD-000495,2025-09-26,customer91@yahoo.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,4,3479.71,13918.84,mpesa,Garissa
ORD-000496,2025-10-05,customer72@gmail.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,3,3234.43,9703.29,mpesa,Nakuru
ORD-000497,2025-10-29,customer20@yahoo.co.ke,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,4,3101.64,12406.56,mpesa,Nyeri
ORD-000498,2025-10-21,customer184@yahoo.co.ke,SKU-BOOK-005,DevOps Handbook,Books,5,3467.49,17337.45,mpesa,Mombasa
ORD-000499,2025-09-10,customer108@kenya.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,1,7690.12,7690.12,mpesa,Mombasa
ORD-000500,2025-11-02,customer113@yahoo.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,3,3808.84,11426.52,mpesa,Mombasa
ORD-000501,2025-10-02,customer17@yahoo.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,4,7228.92,28915.68,other,Thika
ORD-000502,2025-10-30,customer32@yahoo.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,3,8262.69,24788.07,mpesa,Malindi
ORD-000503,2025-08-12,customer128@yahoo.co.ke,SKU-ELEC-001,Smartphone Pro,Electronics,2,80051.86,160103.72,bank_transfer,Eldoret
ORD-000504,2025-08-18,customer198@yahoo.co.ke,SKU-CLOTH-005,Baseball Cap,Clothing,1,798.9,798.9,other,Eldoret
ORD-000505,2025-09-29,customer183@kenya.co.ke,SKU-BOOK-005,DevOps Handbook,Books,3,3067.14,9201.42,mpesa,Garissa
ORD-000506,2025-08-21,customer33@outlook.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,2,3265.38,6530.76,paystack,Kakamega
ORD-000507,2025-09-02,customer75@kenya.co.ke,SKU-BOOK-004,System Architecture,Books,3,2439.0,7317.0,mpesa,Nyeri
ORD-000508,2025-08-22,customer78@gmail.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,5,1340.65,6703.25,mpesa,Garissa
ORD-000509,2025-10-27,customer61@yahoo.com,SKU-BOOK-002,Data Science Book,Books,4,2293.38,9173.52,mpesa,Thika
ORD-000510,2025-08-06,customer157@yahoo.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,5,6598.72,32993.6,mpesa,Nakuru
ORD-000511,2025-10-11,customer194@kenya.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,5,7759.4,38797.0,mpesa,Nairobi
ORD-000512,2025-10-22,customer128@yahoo.co.ke,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,1,4758.05,4758.05,mpesa,Meru
ORD-000513,2025-08-21,customer14@outlook.com,SKU-BOOK-005,DevOps Handbook,Books,4,2697.75,10791.0,card,Eldoret
ORD-000514,2025-10-15,customer106@outlook.com,SKU-ELEC-002,Laptop Ultra,Electronics,2,130137.81,260275.62,mpesa,Meru
ORD-000515,2025-10-01,customer193@yahoo.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,5,3973.87,19869.35,card,Busia
ORD-000516,2025-10-15,customer178@yahoo.com,SKU-BOOK-004,System Architecture,Books,3,2837.2,8511.6,card,Thika
ORD-000517,2025-08-06,customer167@yahoo.co.ke,SKU-BOOK-001,Programming Guide,Books,5,1687.52,8437.6,mpesa,Nakuru
ORD-000518,2025-09-02,customer141@kenya.co.ke,SKU-ELEC-001,Smartphone Pro,Electronics,1,80080.49,80080.49,mpesa,Eldoret
ORD-000519,2025-08-24,customer147@kenya.co.ke,SKU-BOOK-003,Design Patterns,Books,2,2150.13,4300.26,mpesa,Mombasa
ORD-000520,2025-09-01,customer12@yahoo.co.ke,SKU-CLOTH-003,Running Shoes,Clothing,1,6014.24,6014.24,mpesa,Mombasa
ORD-000521,2025-09-07,customer51@yahoo.co.ke,SKU-ELEC-002,Laptop Ultra,Electronics,2,130053.04,260106.08,mpesa,Kisumu
ORD-000522,2025-08-11,customer128@yahoo.co.ke,SKU-BOOK-001,Programming Guide,Books,4,2312.87,9251.48,mpesa,Malindi
ORD-000523,2025-08-27,customer166@outlook.com,SKU-BOOK-003,Design Patterns,Books,3,2730.96,8192.88,other,Busia
ORD-000524,2025-09-12,customer169@gmail.com,SKU-BOOK-004,System Architecture,Books,2,2507.51,5015.02,mpesa,Kitale
ORD-000525,2025-09-01,customer10@gmail.com,SKU-CLOTH-004,Winter Jacket,Clothing,4,7554.23,30216.92,other,Thika
ORD-000526,2025-10-03,customer85@yahoo.co.ke,SKU-CLOTH-003,Running Shoes,Clothing,5,5658.64,28293.2,card,Malindi
ORD-000527,2025-11-04,customer116@kenya.co.ke,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,4,3805.54,15222.16,bank_transfer,Bungoma
ORD-000528,2025-09-15,customer86@gmail.com,SKU-CLOTH-002,Denim Jeans,Clothing,1,3722.96,3722.96,mpesa,Mombasa
ORD-000529,2025-10-13,customer72@gmail.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,2,3561.14,7122.28,card,Kakamega
ORD-000530,2025-09-01,customer85@yahoo.co.ke,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,2,5015.63,10031.26,paystack,Machakos
ORD-000531,2025-11-04,customer105@outlook.com,SKU-ELEC-001,Smartphone Pro,Electronics,3,79824.56,239473.68,mpesa,Busia
ORD-000532,2025-10-30,customer60@yahoo.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,3,7796.1,23388.3,mpesa,Machakos
ORD-000533,2025-10-02,customer50@kenya.co.ke,SKU-ELEC-004,Smart Watch,Electronics,3,19862.31,59586.93,mpesa,Bungoma
ORD-000534,2025-08-30,customer153@yahoo.co.ke,SKU-BOOK-001,Programming Guide,Books,5,1817.3,9086.5,mpesa,Nyeri
ORD-000535,2025-09-14,customer156@yahoo.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,3,5091.54,15274.62,mpesa,Thika
ORD-000536,2025-10-12,customer139@outlook.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,2,1738.33,3476.66,card,Mombasa
ORD-000537,2025-09-09,customer6@yahoo.co.ke,SKU-ELEC-001,Smartphone Pro,Electronics,3,80107.0,240321.0,mpesa,Machakos
ORD-000538,2025-10-23,customer144@yahoo.co.ke,SKU-CLOTH-001,Cotton T-Shirt,Clothing,4,1283.57,5134.28,mpesa,Busia
ORD-000539,2025-08-12,customer193@yahoo.com,SKU-CLOTH-002,Denim Jeans,Clothing,3,3543.37,10630.11,card,Mombasa
ORD-000540,2025-09-25,customer69@gmail.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,1,4920.43,4920.43,mpesa,Garissa
ORD-000541,2025-10-13,customer156@yahoo.com,SKU-HOME-005,Air Purifier,Home & Kitchen,4,15491.99,61967.96,mpesa,Bungoma
ORD-000542,2025-10-23,customer166@outlook.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,2,3696.29,7392.58,mpesa,Meru
ORD-000543,2025-10-30,customer134@outlook.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,1,3053.3,3053.3,mpesa,Kitale
ORD-000544,2025-10-19,customer65@yahoo.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,5,6731.06,33655.3,mpesa,Nyeri
ORD-000545,2025-08-12,customer87@yahoo.com,SKU-HOME-005,Air Purifier,Home & Kitchen,2,15031.34,30062.68,card,Nyeri
ORD-000546,2025-08-15,customer124@kenya.co.ke,SKU-BOOK-003,Design Patterns,Books,2,2434.98,4869.96,mpesa,Nakuru
ORD-000547,2025-08-24,customer114@outlook.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,4,3008.19,12032.76,mpesa,Kitale
ORD-000548,2025-10-13,customer98@outlook.com,SKU-HOME-005,Air Purifier,Home & Kitchen,1,14617.36,14617.36,mpesa,Machakos
ORD-000549,2025-10-06,customer111@yahoo.com,SKU-BOOK-003,Design Patterns,Books,1,1865.73,1865.73,mpesa,Nyeri
ORD-000550,2025-09-02,customer75@kenya.co.ke,SKU-HOME-005,Air Purifier,Home & Kitchen,3,14677.9,44033.7,mpesa,Busia
ORD-000551,2025-10-20,customer131@yahoo.com,SKU-BOOK-001,Programming Guide,Books,1,1986.98,1986.98,mpesa,Thika
ORD-000552,2025-10-29,customer3@outlook.com,SKU-CLOTH-004,Winter Jacket,Clothing,1,8404.11,8404.11,mpesa,Kisumu
ORD-000553,2025-09-11,customer186@outlook.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,2,7338.27,14676.54,mpesa,Garissa
ORD-000554,2025-09-14,customer59@outlook.com,SKU-BOOK-003,Design Patterns,Books,4,1901.25,7605.0,mpesa,Meru
ORD-000555,2025-08-25,customer190@yahoo.com,SKU-BOOK-003,Design Patterns,Books,4,1995.81,7983.24,mpesa,Kakamega
ORD-000556,2025-10-12,customer33@outlook.com,SKU-ELEC-005,Tablet Max,Electronics,3,35272.05,105816.15,bank_transfer,Mombasa
ORD-000557,2025-08-06,customer59@outlook.com,SKU-BOOK-004,System Architecture,Books,3,3083.16,9249.48,mpesa,Kitale
ORD-000558,2025-10-06,customer22@yahoo.co.ke,SKU-BOOK-003,Design Patterns,Books,4,2128.21,8512.84,mpesa,Nakuru
ORD-000559,2025-10-19,customer94@gmail.com,SKU-CLOTH-004,Winter Jacket,Clothing,5,8132.39,40661.95,other,Nakuru
ORD-000560,2025-09-22,customer158@yahoo.com,SKU-HOME-002,Blender Pro,Home & Kitchen,5,9106.72,45533.6,mpesa,Busia
ORD-000561,2025-10-09,customer71@outlook.com,SKU-BOOK-001,Programming Guide,Books,4,1742.24,6968.96,mpesa,Eldoret
ORD-000562,2025-09-06,customer96@yahoo.com,SKU-BOOK-002,Data Science Book,Books,5,2331.49,11657.45,mpesa,Mombasa
ORD-000563,2025-08-06,customer173@yahoo.com,SKU-BOOK-001,Programming Guide,Books,4,1500.14,6000.56,mpesa,Meru
ORD-000564,2025-10-05,customer11@kenya.co.ke,SKU-HOME-002,Blender Pro,Home & Kitchen,2,9107.66,18215.32,mpesa,Eldoret
ORD-000565,2025-08-11,customer58@gmail.com,SKU-HOME-005,Air Purifier,Home & Kitchen,5,14939.84,74699.2,mpesa,Nyeri
ORD-000566,2025-08-10,customer22@yahoo.co.ke,SKU-BOOK-001,Programming Guide,Books,5,2171.14,10855.7,other,Busia
ORD-000567,2025-10-11,customer79@outlook.com,SKU-ELEC-003,Wireless Headphones,Electronics,5,9038.93,45194.65,mpesa,Meru
ORD-000568,2025-10-02,customer25@kenya.co.ke,SKU-BOOK-005,DevOps Handbook,Books,5,3413.68,17068.4,mpesa,Meru
ORD-000569,2025-10-14,customer132@gmail.com,SKU-ELEC-001,Smartphone Pro,Electronics,5,79837.92,399189.6,card,Meru
ORD-000570,2025-09-22,customer163@yahoo.com,SKU-ELEC-003,Wireless Headphones,Electronics,1,9273.31,9273.31,mpesa,Eldoret
ORD-000571,2025-10-29,customer91@yahoo.com,SKU-CLOTH-004,Winter Jacket,Clothing,5,7508.11,37540.55,paystack,Eldoret
ORD-000572,2025-10-05,customer3@outlook.com,SKU-ELEC-002,Laptop Ultra,Electronics,3,129948.6,389845.8,bank_transfer,Nakuru
ORD-000573,2025-09-22,customer28@yahoo.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,3,3736.51,11209.53,mpesa,Nairobi
ORD-000574,2025-08-10,customer195@gmail.com,SKU-CLOTH-002,Denim Jeans,Clothing,4,4182.56,16730.24,mpesa,Eldoret
ORD-000575,2025-10-29,customer137@yahoo.com,SKU-ELEC-002,Laptop Ultra,Electronics,1,129762.82,129762.82,mpesa,Meru
ORD-000576,2025-09-26,customer170@gmail.com,SKU-BOOK-002,Data Science Book,Books,3,2518.39,7555.17,mpesa,Malindi
ORD-000577,2025-08-14,customer167@yahoo.co.ke,SKU-ELEC-004,Smart Watch,Electronics,3,19587.08,58761.24,card,Kitale
ORD-000578,2025-09-03,customer97@yahoo.com,SKU-ELEC-004,Smart Watch,Electronics,4,19606.27,78425.08,other,Malindi
ORD-000579,2025-09-24,customer40@gmail.com,SKU-ELEC-005,Tablet Max,Electronics,1,34866.0,34866.0,paystack,Mombasa
